N-Grossman,45´5 VOL.8 BONGO B2B N-GROSSMAN
Break-Box,Alex Clubbers & Detach - Its Hard (Original Mix) [Break-Box]
TechniqueRecordings,Tantrum Desire - Vybez (Rene Lavice Premiere)
PHIBES,JAGO - Him & I (Phibes Murderer Refix)(FREE DL)
Elektroshok Records,The Brainkiller - Don't Make Me Hurt [Out now]
Urban Music,Dee - Hey Boy ( Original Mix ) Out now on Beatport
Skankandbass,DLR - When I'm Trippin'
Saucy,Echo Knight - Jawz
Rido,Rido - Agony
Boey Audio,FREE Sample Pack Vol. 4 (Jungle) - [DJ Hybrid]
Skankandbass,Surreal, HumaNature & Radicall - Soul Train
FunkTasty Crew World,FunkTasty Crew #080 Paket Guest Mix + Viki Mc
Juan RIOS,Juan RIOS • praia
Skankandbass,Creatures & Ill Truth -  Augmented
djmutiny,DJ Mutiny - Latin Breaks 2018 (clip)
Hospital Records,Danny Byrd - Atomic Funk
INSOMNIAC,Track of the Day: The Upbeats & Noisia “Shibuya Pet Store”
Friction,Stinker (ft Riko Dan & Tantrum Desire)
DT DNB,Kid Drama - Labyrinth [Metalheadz]
Shogun Audio,Pola & Bryson - Alkaline
Critical Music,Kiril - MKD
Elektroshok Records,Pex L & Bubble Couple - Good Sunset [Out now]
Elektroshok Records,Pex L & Bubble Couple - Level One [Out now]
Louis Futon,Louis Futon - Fall On Me (feat. BXRBER)
Louis Futon,Louis Futon - Restless Sea (feat. Opia)
TERRIE KYND,Lock It (TERRIE KYND Remix) FREE DOWNLOAD FOR MY BIRTHDAY!!!
FunkTasty Crew World,BasStyler - Can't Stop Me (Original Mix)FREE DOWNLOAD
Conducta,KIWI KUTS
Bowser,Nico De Andrea - The Shape (Bowser Remix) Master
Martin Flex,Marvellous Cain ft. Cutty Ranks - The HitMan (Martin Flex & Angel ft. Rubi Dan Remix)
Cause4Concern,Instinkt & Victim Ft. Humanon // Hemisphere E.P.  // LTDC4C010 // OUT NOW!
SEBRAH,K - Deejays - Werewolf (SEBRAH Remix)
Conducta,Conducta x Jorja Smith - Finally Found (On My Mind Remix)
Lifestyle Music,Volatile Cycle, Barbarix & Blockdodger - Manifest
Drum&BassArena,Volatile Cycle & Mean Teeth - Floater
Fourth Order,Fourth Order - Taking Fire (FREE DL in description)
Blackout Music NL,Prolix & DC Breaks - Beat Down
KRANEAL,Javi Guzman Ft. Frances Leone - Fire (Kraneal Remix Contest) Out Now
CR XTRA KILL,90s Club Acapella Mega Pack (315 Acapellas)(BUY = FREE DOWNLOAD)
Free Drum & Bass Records,DJ Gaw - Terror Bird (Free Download)
Hajimari,Hajimari - Decompress
Drum&BassArena,Kiril - Reload
Distorsion Records,Yo Speed - To The Clvb
Dispatch Recs | Ant TC1,Philth & Wreckless - Surge Wave - Dispatch Recordings 128 - (Rene LaVice BBC Radio 1 cut) - OUT NOW
Drum&BassArena,Stoner - Sweet Home
Critical Music,Stoner - 1984
Kid Panel,The Darrow Chem Syndicate - Lousy Human Bastards (Kid Panel Rmx)
CB,BANKS - Gemini Feed (CB Remix)
Hit Biscuit Records,HB018 :: Deatch Remixes EP :: Pio Beat / Alt-A
Santabeat,Santabeat @ Puro After Step Vol.3
FunkTasty Crew World,FunkTasty Crew #079 The Push Guest Mix
W. A. Production®,W. A. Production - What About Free Vocal Shouts Pocket Collection
W. A. Production®,FREE Hybrid Trap Collection | 80+ Drums, Presets, Bass & Synth Shots
W. A. Production®,FREE EDM MIDI Mega Pack | 850+ WAV & MIDI Loops
W. A. Production®,FREE Halloween Secret Sounds | Serum Presets, Vocal Chops & More! 👻
W. A. Production®,FREE Halloween Drums [60 Hair-Raising Drum Samples & Loops]
W. A. Production®,FREE Dubstep Madness | Serum Presets & Wavetables + BONUS Oneshots
W. A. Production®,FREE Serum Dubstep | 35 ULTIMATE xFer Serum Patches!
Stars & Knights Records,SKR - FREE DOWNLOAD SERIES- ANNE MARIE - DO IT RIGHT - M BREAKS REMIX
Toast & Jam Recordings,EvilBeat - Funky Feeling (Kid Panel Remix) ***OUT NOW ON BEATPORT!!!***
BASS = WIN,Future Wildstyle - Soul On Fire
FunkTasty Crew World,The Push - Shake It (FM-3 Remix)
Bowser,Bowser - Brooklyn Nine - Nine (Original Mix)
MARC BAIGENT,Post Malone - I Fall Apart (Marc Baigent Remix)FREE DOWNLOAD
The Clamps,The Clamps ft. Nuklear MC - Looking For Trouble [Kosenprod]
spektramusic,Algorithmic Funk - Everybody In The Club
JAVO Scratch,JAVO Scratch - Hankook Guest Mix (Agosto 2018)
Punks Music,GUAU - Involution
Dispatch Recs | Ant TC1,Amoss & Fre4knc - Animal Rain - Watermark Volume 1 - DISAMFREP001 (CLIP) - OUT NOW
Dispatch Recs | Ant TC1,Amoss & Fre4knc - Knetter - Watermark Volume 1 - DISAMFREP001 (CLIP) - OUT NOW
Cup & String,Sam Benett - You Don't Believe In Love (Cup & String Remix)**BUY NOW**
FunkTasty Crew World,FunkTasty Crew #078 · NORBAK - Guest Mix · [ Special Set : SUMMER FESTIVAL 2018 ]
C-V SAMPLES,100 FREE African Vocal Shouts & Loops
BASS = WIN,Atomic Hooligan - Bass Crazy (BreaksMafia Remix)
Orebeat,Orebeat # This Is Top Vol.15
Plasma Lab,Plasma011 - Lockjaw - Two Suns (OUT NOW)
Skankandbass,Concord Dawn - Fly Away Home (Frankee Remix)
Rhades Official,Earthquake Brothers @ CONCURSO FRESH NATION CLOSING SUMMER EDITION
North Base,Craig David X Big Narstie - When The Bassline Drops - North Base Remix
Dispatch Recs | Ant TC1,Rizzle - Disturbance - Dispatch Recordings 126 (CLIP) - OUT NOW
Dispatch Recs | Ant TC1,Rizzle - Memory Glitch - Dispatch Recordings 126 (CLIP) - OUT NOW
Dispatch Recs | Ant TC1,Amoss & Fre4knc - Planarian - Watermark Volume 1 - DISAMFREP001 (CLIP) - OUT NOW
Raiser,The Weapon
Warm Communications,Quartz & Survey - Emeralds (A1)
Dj Bross,Dj Bross - Fingers
DB Cooper,Habstrakt - Vibin (DB Cooper Booty Edit)
IHR,Inward,Hanzo&Randie - Bloom(Gydra rmx)[René LaVice BBC Radio 1 show]
Critical Music,Stoner & Dottor Poison - Phenomenon
Dispatch Recs | Ant TC1,Amoss, Fre4knc & MC Swift - Warning - Watermark Volume 1 - DISAMFREP001 (CLIP) - OUT NOW
Elektroshok Records,K-Deejays - Poison Woodpecker [Out now]
Wasted Free Downloads,Wasted Crew - Nobody
Cymatics.fm,PhaseOne - Free Samplepack
VITAL TECHNIQUES,Vital Techniques - Be Real [OUT NOW]
MC Cashback (The rapping chef),Montell Jordan - Get It On Tonight (MC Cashback UKG Remix)
FUTURE FOLLOWER RECORDS,Maximus Baxter ft Aaron Soul - Warrior (Tuff Culture UKG Remix)
Skankandbass,Lavance - Suspect
Drum&BassArena,Ill Truth - Hollow Game (ft. Michael ET)(Villem Remix)
Basstripper,Basstripper - Dancehall Killer
Wavewhore,Wavewhore - "I Feel It (Kickflip Remix)" - Elektroshok Records
Punks Music,Alex Session - Move Feat. Graziella (Isenberg Remix)
Garage Shared,Soulecta X Jojo F - No More
Dukeboxbeats,Filled Up - UK Garage
Genick,SIRUP - LOOP (Genick Garage EDIT)
Cup & String,Cup & String - Go Down EP (Out Now)
SPACE PIZZA RECORDS ♕,PINGÜINO - LUCKY BUCKY (K-DEEJAYS REMIX) [OUT NOW] | TOP 44 ON BEATPORT!!
Si-Dog,Tiësto, Dzeko - ft. Preme & Post Malone - Jackie Chan (Si-Dog Flip) FREE DL
SPACE PIZZA RECORDS ♕,PINGÜINO - LUCKY BUCKY [OUT NOW]
FM-3,The Push - Shake It (FM-3 Remix) [OUT NOW]
sam binga,Sam Binga & Rider Shafique ft Tiffanie Malvo - Proud (Enei RMX)
Creative Sound Records,Crash Bass - Max Revive ( Original Mix ) - www.beatport.com/release/max-revive/2368774
HANKOOK,Hankook Streaming Show #033 Feat MURIX
Spinnin' Records,Nico De Andrea - The Shape (HUGEL Remix) [OUT NOW]
spektramusic,Brox-Bit - Crazy
TechniqueRecordings,Levela - Error / Lurkers
Lockjaw,2. Lockjaw - Human Research
Empire Of Music Records,Paket - Stellar Sense (Original Mix) FREE DOWNLOAD!
Skankandbass,Dub Motion - Funk Phenomenon
Mutantbreakz,Yo Speed & Mutantbreakz -Need More Dog  Out Now On Beatport !!!
BOMBTRAXX 🔥,FREE DOWNLOAD  - Evan Gamble Lewis - Bring The Freestyle (Sunsha Remix) - Bombtraxx
OfficialGhostRidah,Rollin' (Freestyle)
Hospital Records,Danny Byrd - Just A Step Away (feat. Ownglow)
Big EDM Sounds,Hybrid Trap Drops | 340+ Serum / Sylenth1 Presets, Drums, Bass Loops & More!
Conducta,Goldlink - Crew (Conducta Remix)
Distorsion Records,Firestar Soundsystem - Bass Levelz
DjGoku_Breakbeat                  (Cuenta Oficial),DjGoku - A.K.48
Rhades Official,Rhades - Perfect Waves
Rhades Official,Rhades - Moon
KonnFormm,FFM111: PaperChaser (Original Mix)
Kemtrails,FREE DOWNLOAD :: Diversify (2Step Mix)
Creative Sound Records,Breaksty Attack Y Crash Bass - Dual Explosion - www.beatport.com/release/dual-explosion/2367895
FunkTasty Crew World,Baymont Bross - Funky Beat (Suga7 Remix)
K Motionz,FREE SAMPLE PACK: Volume 1
Prime Loops,Future R&B - DOWNLOAD FREE SAMPLES !!! ⬇
ZETA PACKS,Zeta Network Acapella Pack vol.1
FunkTasty Crew World,Baymont Bross - Funky Beat [+ Suga7 Remix] - OUT NOW !!!
Strongbass Oficial ✪,STRONGBASS - REVOLUTION (Original mix) DEMO
BasStyler Breaks,Basstyler - Return To The Past
Dirty Squad,BooVox - Rubber Bass (Dirty Squad & Playbass Edit) PROMO
Distorsion Records,Run The Breaks - A.C.A.B
Distorsion Records,Yo Speed - Push It
Firestar Soundsystem,Firestar Soundsystem - Neck Breakin [BASS LEVELZ EP OUT NOW]
New Generation Breaks Podcast,24# New Generation Breaks - Headbeatz (Special Summer Edition 2018 Set) FREE DOWNLOAD
Funndark Records,The Brainkiller & Wardian - I need You
Funndark Records,The Brainkiller & Wardian - Tol Flow [VIP MIX]
Rhades Official,You Belong To Me (Earthquake Brothers RMX)
PUNKS MUSIC (FREE DOWNLOADS),Stanton Warriors - Hitchslap
FooR,Friends Of FooR Album
Y A N K E E,Yankee - Summer Vibes (Original Mix) (Elektroshok Records)
Y A N K E E,Yankee - You Tasty (Original Mix) (Elektroshok Records)
klubkids,Take It Back (Chris Royal Remix) - Kid Kenobi & A-Tonez
BreakBeatZone,Gillepsy - Kepotchka (Dj Detach remix)
Elektroshok Records,Austin Digo - Bang [Out now]
Ed breaks,Ed breaks - Bad Girls (ORIGINAL MIX)(CUT NO MASTER) OUT VERY VERY SOON
Cup & String,Fill Me In (Cup & String Mix)**WAV DL**
Adam Vyt,Philip George - Wish You Were Mine (Adam Vyt Remix)[FREE DOWNLOAD]
Orebeat,Orebeat Feat Santabeat @ Cañastep Summer 2018
Drum&BassArena,Dub Head - Meltdown
spektramusic,Gypsy Bull - Apocalypse
Skankandbass,Genic - Theory
Critical Music,The Upbeats - Trauma (Bassrush Premiere)
Modular Carnage Recordings,Khramer - Why // Free Download
W. A. Production®,FREE Serum Future House | 36 Xfer Serum Presets
Robdlara,Robdlara - Walking On Air (Original Mix) [ KATY PERRY VOICE ]
Audio Addict Records,DJ Hybrid - Love The Vibe (Stompz Remix)
Critical Music,Hyroglifics & Signal - Make Me Feel
Dj Bross,Dj Bross - Free Noise
Zeta Records,OUT NOW!! AK47 - Dark Night // ZTR006
Distorsion Records,Mutantbreakz - Talk About
SPACE PIZZA RECORDS ♕,MASTER & DISASTER -  TOP GEAR (BONUS TRACK) [OUT NOW]
StunBreaks,J - Trick - Thuggin (StunBreaks Reflip)
Stars & Knights Records,SKR140 - EZTEREO - MOVE ON  -  BUBBLE COUBPLE  REMIX - OUT NOW  ON BEATPORT
Alex Clubbers,Alex Clubbers-Funky Rock (Original mix) DOGEATDOG RECORDS 20 AGOSTO BEATPORT
Hospital Records,S.P.Y - Grey Days
Pray For Bass,Pray For Bass - Burn (Free Download)
Elektroshok Music (Free Downloads),Caked Up - Takin It Back (Face & Book Refix) [Free Download]
Distorsion Records,Dj Bross - Renegade Mastah
Bradley Drop,Si - Dog & Bradley Drop - Shake It (VIP Mix)
Conducta,Conducta - Sleep (Ft. Liv Dawson & Courage)
Breakbeat School,NORBAK - Mañaneo Step Vol.4 [Julio 2018]
Elektroshok Records,Austin Digo - No More [Out now]
APERIO,Oh Wonder - All We Do (Aperio Bootleg)
spektramusic,Alex Wicked - Casino Royale
spektramusic,Chicken Paw - A$$ Up
spektramusic,K4DJ - The Piano Dub
Fragmented Recordings,Objectiv - Hustler (MD Remix)(Clip)
FunkTasty Crew World,BasStyler - Shake (Original Mix)
FunkTasty Crew World,BasStyler - Crossover (Original Mix)
Elektroshok Records,Yankee - Kills The Organ [Out now]
Firestar Soundsystem,The Push Feat. Lauren Meehan - Nightfall (Firestar Soundsystem Remix)
Elektroshok Records,Destroyers - Sirens [Out now]
Drum&BassArena,Tokyo Prose - Brilliant Corners
Master Funk,Master Funk - Shaolin (Original Mix)
STAK∀TO,Put Your Hands Up 4 Detroit (Stak∀to Remix) /FREE/
Adam Vyt,The Push Ft Lauren Meehan - Nightfall (Adam Vyt Remix)
Drum&BassArena,Calibre & Jet Li - Push Through It
New Generation Breaks Podcast,[NGBFREE-009] Poison Check - The Jamperz (Original Mix) FREE DOWNLOAD
DistrictBass,Humanon & Kerizma MC - Cycle (Objectiv Remix)
Skankandbass,Bou & Current Value - Higher
Drum&BassArena,Foreign Concept & Halogenix - Waiheke Wine Club (Circuits Remix)
Bad Taste Recordings,Malux - Turbine [Teddy Killerz Remix]
NOISIA,Asteroids (with Prolix) (Noisia Remix)
Sammy Virji,Easy (UK Garage) [FREE DOWNLOAD]
MURIX,MURIX - Fresh
Drum&BassArena,Fourward - Head Of A Snake
Skankandbass,Ill Truth - Immerse
Fragmented Recordings,Kaiza, St4sh & Lower Bass - Stonesoul (Screamarts Remix) (Clip)
Danilos Breakbeat,Bass Drop  FREE DOWNLOAD!!!
Royal Flush,Ngaio x Royal Flush - Caramel Remix
Bassrush,Prolix - Lightspeed
Bad Taste Recordings,Malux - Fonk [Disprove Remix]
Viper Recordings,Maniatics - Dick Chasen
Musication Records,Binary - Time Out (OUT NOW)
Drum&BassArena,Vorso - Needle (QZB Remix)
Skankandbass,EiZO - My Sun
The Push (UK),Nightfall - Ft Lauren Meehan - THE PUSH (SEPTEMBER 10th)
G-DARK,G - Dark - Less Is Nothing #04
Creative Sound Records,Breaksty Attack - Dangerous (Original Mix) - www.beatport.com/release/dangerous/2349449
Stars & Knights Records,SKR - ED BREAKS FT JAVO SCRACTH - FUNKY FRESH - OUT NOW  ON BEATPORT
Stonewash,Stonewash Feat. Kyla - Like a W (Original Mix) (OUT SOON!)
LissenBreakz,Summer Session
EATBRAIN,Cod3x - Technology (Eatbrain061)
Firestar VIP,Loud Luxury Feat. Brando - Body (Firestar Soundsystem Remix)[CLICK BUY FOR FREE DOWNLOAD]
BasStyler Breaks,Illegal Content - Bassline Funky (BasStyler Remix)Out now!!
ilLegal Content,IlLegal Content - Bassline Funky (Out Now on Distorsion Records)
AKOV,The Exodus
Monty,Monty - Guilty Magic (Noisia Radio Cut)
FunkTasty Crew World,Master & Disaster X Kraneal - Saxo Time (Original Mix)
FunkTasty Crew World,K4DJ - Grounded (Original Mix)
Skankandbass,Trex - Trife Life (Ill Truth Remix)
SVD KID,Soltan - Pappu (SVD KID Refix)
EiZO,EiZO & Skylark - Abyss [free download]
Break-Box,Jotta Frank - Press To Break (Original Mix) [Break-Box]
Break-Box,Jotta Frank - Night In The Forest (Original Mix) [Break-Box]
Elektroshok Records,Face & Book - The Fire A$$ [Out now]
EATBRAIN,Cod3x - Illegal Sound (Eatbrain061)
FunkTasty Crew World,Master & Disaster - Lose Control (Original Mix)
Distorsion Records,Yo Speed - Hold Your Head Up
Elektroshok Records,Face & Book - Safari [Out now]
spektramusic,Under Break & TheBeatStops - Inesperado
FunkTasty Crew World,Paket - Inside World (Original Mix) "GOLD EDITION 04"
zinc,Super Sharp Shooter - Zed Bias Remix - remaster
Critical Music,Foreign Concept & Monty - Ron Millonario
FM-3,FM-3 @ Dope Beats (v.3)
Earthnut,Chandelier -(Earthnut Remix) [Free Download]
Zeta Records,OUT NOW!! ZTR004 // AK47 - Personality EP
DIABLO LOCO,DLR185 OUTER KID - Saturday (cut)
Dj Bross,Dj Bross - Renegade Mastah
Mutantbreakz,Mutantbreakz - Let's Party (Boogie In Your Body) Out Now On Beatport !!
Rido,Rido - Roll The Drums
Rido,Rido - The Journey
Skankandbass,SATL - Don't Be Afraid
Drum&BassArena,Gerra & Stone - Shift
Mask Yo!,Mask Yo! - Hell Yeah (Original Mix)
Elektroshok Records,The Brainkiller - Wisdom [Out now]
SPACE PIZZA RECORDS ♕,JAVI GUZMÁN FEAT FRANCES LEONE - FIRE (SHADE K & TERRIE KYND REMIX) TOP 3 ON BEATPORT! [OUT NOW]
SPACE PIZZA RECORDS ♕,Javi Guzman Ft Frances Leone - Fire (SVD KID & MIAU Remix) [Out Now]
Cleerbeats,UKG ENTER
Skankandbass,Kolectiv - Omega Point
Danilos Breakbeat,Don´t Socialize   FREE DOWNLOAD!!!
CR XTRA KILL,Mega Hit Vocal Acapella Pack Vol. 2 [BUY = FREE DOWNLOAD]
EATBRAIN,Mob Tactics - Brainwash (Eatbrain060)
Tenfold Audio,Objectiv - Inception [OUT 8 JUNE][HRDW009]
Punks Music,Alex Session - Follow Me feat. Ciara Haidar
spektramusic,Row-Ex - Keep Dancing
Mark Hill,Mark Hill - Where Do You Go  (Radio Edit)
Musication Records,The Brainkiller - Thinking About The Way (Paket Remix) (OUT NOW)
ILL PHIL(Phil Dolman),ILL PHIL & THE HOUSE MONKEYS - NEW RULES (FREE DOWNLOAD)
HANKOOK,Streaming Show #027 / OBSCENE FRECUENZY
MAZTEK,Maztek - Dis&Dat [Noisia Radio Premiere]
Southpoint: Introducing,Daze Prism - Ink [FREE DOWNLOAD]
Skankandbass,Invadhertz - Intoxicated (Koherent Remix)
Run The Breaks,Run The Breaks - A.C.A.B (Original Mix)
IN2 Garage,(UK 2 - Step Garage) Bad Bwoy Beatz - Don't Go There
SPACE PIZZA RECORDS ♕,YO SPEED - ANOTHER DAY [OUT NOW] | TOP 19 ON BEATPORT!
GIGABEAT RECORDS,Let Me Tell You Something - Adam Vyt (THE PUSH REMIX) PREVIEW
Drum&BassArena,Klinical - Africa
Bassrush,Mob Tactics - Dinosaur Rock [Bassrush Premiere]
Skankandbass,Macca & Cnof - Cadence
FM-3,FM-3 - Gert Lush (Original Mix) [OUT NOW]
GIGABEAT RECORDS,SHADE K - TRYIN' WEED (PREVIEW)
Dj Bross,Dj Bross - Get Up And Dance
Drum&BassArena,Aphonic - Imbalance
Icicle | Entropy Music,Icicle - Dust Me Off
Mutantbreakz,Lady waks in Da Mix Guest Mix Mutantbreakz Record Club #482 (23-05-2018)
Digital Base & Andy Vibes,Digital Base & Andy Vibes - Can A Man Get A Drink
Dispatch Recs | Ant TC1,Grey Code & Mystic State - Paranoid Reflections (Noisia Radio cut) - Dispatch Recs 124 - OUT NOW
SVD KID,Al Andalus
Run The Breaks (Free),Florence - You´ve Got The Love (Bubble Couple Remix)
Audio Addict Records,Gravit-e - Chasing Clouds
Get Hype Records,Leeroy Thornhill - Wait For Me
Kobe JT,Jorja Smith - February 3rd (Kobe JT Edit)
Hadley,Hadley Ft Flow Dan - Talking (FREE DOWNLOAD)
Punks Music,Bombo Rosa - BRZL - BBQ Beats Vol2 - OUT NOW
Punks Music,UFO Project - In Your Eyes - BBQ Beats Vol2 - OUT NOW
retropolis (uk),RETROPOLIS - REPLAYED - DIRTY MIX - (OCT021)
Drum&BassArena,Invadhertz - Something About You
Saucy,Archive - Range
Getahead Records,Mind State, Vol. 1
DistrictBass,Dub Elements - Come Roll With Me
Smooth,BBC Radio 1 - Leeroy Thornhill - Breaking Out (Smooth Remix) World Exclusive 1st Play
Des•McMahon,Des McMahon & Aktive - Particle [Viper Recordings]
Mixmag,Premiere: Ulterior Motive 'The Wobbler' feat SP:MC
Skankandbass,DLR & Ulterior Motive - Modules
INSOMNIAC,Track of the Day: Halogenix “Blej VIP”
Distorsion Records,Hankook - What
spektramusic,K4DJ -  I What You Need
Fantomas Records,FNTM065 DANNY DEE - Flash Bang (cut)
spektramusic,Alex Wicked - Slow Down
spektramusic,Alex Wicked - Anthem
spektramusic,Alex Wicked - Diablo
Beat By Brain,Algorithmic Funk - Street Life [BBB237]
Dexcell UK,Dexcell Ft. Charli Brix - Speechless (RETRO017)
LOST THE PLOT,Super Rush - Subcriminal (Noisia Radio Rip)
LOST THE PLOT,Super Rush & Neoh - Detached
Elektroshok Records,Orelem & Solrac - Osiris [Out now]
KXVU,Jorja Smith - Goodbyes [Cub Chop]
Skankandbass,Humanon, Phonik & SL8R - Boomer
TechniqueRecordings,Document One - UH HUH VIP
Danilos Breakbeat,Arab Bass FREE DOWNLOAD!!!
Sammy Virji,10K MIX
Southpoint: Introducing,Inkline - Hideout [FREE DOWNLOAD]
Drum&BassArena,Document One - Never Let Go
Drum&BassArena,SBZ - Don't Stop
AudioPorn Records,High Maintenance - Broken Pieces
Punks Music,Keith MacKenzie & Fixx - 4 Ur Luv - BBQ Beats Vol2 - OUT NOW
New Kings of Garage,Giant in My Heart (Tribution UKG Remix) (FREE DOWNLOAD)
Getahead Records,Calyx & Teebee Feat. Ben Verse - Caution
DjGoku_Breakbeat                  (Cuenta Oficial),Sin Nombre
HANKOOK,Hankook - What ?
Sir Flex,SHAPES (FREE D/L)
Mtb,MTB**(Andalusian Wizard)**vocal remix(limp bizkit)**FREE DOWNLOAD**
Strictly Flava,Scott Diaz - Chancery Lane (Limita Remix)
AK47,AK47 - Stand Up (Original Mix) 25/06/2018
AK47,AK47 - Metal Sound (Original Mix) 25/06/2018
Drum&BassArena,Monty - Lux
Drum&BassArena,Quadrant, D-Struct & Iris - Reflector
Drum&BassArena,Danger - Bad Man
Drum&BassArena,Gerra & Stone - Recognise (ft. Jordan Jnr)
Drum&BassArena,J:Kenzo - Rum Punch VIP
Santabeat,Santabeat # Golden Beats Vol.8
VITAL TECHNIQUES,Donaeo ft Lioness - Break Bread (Vital Techniques Remix) [FREE DOWNLOAD]
Dub Elements,Dub Elements - 360º EP (DEM003) TEASER
Drum&BassArena,Survey - Bring Your Own Booze
FunkTasty Crew World,Bubble Couple - Arabic (Original Mix)
EZTEREO,In Your Face (original mix)
Distorsion Records,CoolTasty - Banana Club
New Generation Breaks Podcast,[NGBFREE-007] Rhades - B Force (Original Mix) (VIP) FREE DOWNLOAD
New Generation Breaks Podcast,[NGBFREE-006] Rhades - Different Beat (Original Mix) FREE DOWNLOAD
Drum&BassArena,Document One - LSD
Elektroshok Records,Face & Book - Colorado (The Brainkiller Remix) [Out now]
Dispatch Pro,You Don't Know (Ukg Mix)
Skankandbass,Killbox - Delete Profile
spektramusic,Algorithmic Funk - Fantastic
spektramusic,Algorithmic Funk - Fantastic [SPK340]
QZB,Jordan Rakei - Add The Bassline (QZB Remix)
TERRENCE & PHILLIP,Terrence & Phillip - No Way Out
Dim Mak Records,Badjokes - Clap Your Hands
Skankandbass,DMR - Blindside
Skankandbass,DMR - Scarab
IAMDOOMED,Dorian Feat. Phentix - Phobos (Clip) / OUT NOW!
Dossa & Locuzzed,Dossa & Locuzzed - Grains (BBC Radio 1 Premiere)
GOLD DiGGER [RECORDS],[GDR077] GOLD DiGGER Volume 25
Rhades Official,Rhades - Different Beat (Completo por New Generation Breaks)
Drum&BassArena,Break, DLR & Randall - Song And Dance
Skankandbass,Sl8r - Tingle
Critical Music,KLAX & Hyroglifics - Boogieboard (Bassrush Premiere)
GOLD DiGGER [RECORDS],Ed Gain - Something
Night Bass,Petey Clicks - Club Heads EP (Preview)
Critical Music,KLAX - Lucid
Mutantbreakz,Yo Speed & Mutantbreakz - New Flava (Original Mix)Out Now On Beatport !!
FVKEBOOK,Fvkebook - 2007 Mix
StunBreaks,Cazztek - If You Really Wanna (StunBreaks Reflip) FREE DOWNLOAD!
Skankandbass,Monty - Error 31000
spektramusic,Alex Wicked - Casino Royale
spektramusic,Alex Wicked - See The Sun
Mad Hed City,Cellardore - Push It *FREE D/L*
BasStyler Breaks,BasStyler - 3, 2, 1, Drop It (Original Mix)
FunkTasty Crew World,BasStyler - 3, 2, 1, Drop It (Original Mix)
FunkTasty Crew World,SevenG - I Need New Friends (Original Mix)
SPACE PIZZA RECORDS ♕,SHADE K - PHANTOM [OUT NOW] | TOP 28 ON BEATPORT!!
Distorsion Records,Dj Bross - Yo Mask Hamon Yo
KONTRA DNB,Dj Deekline - Gotta believe (KONTRA 2Step Mix)
Dj Bross,Dj Bross - Yo Mask Hamon Yo [Out now]
CrimeKitchen,DMR - Atheris
FunkTasty Crew World,FunkTasty Crew #003 - NEW SCHOOL - M Breaks Guest Mix
Icicle | Entropy Music,Icicle & Proxima - Outer Planes ft. Ben Verse
Dj Bross,Dj Bross - Let It Go
SPACE PIZZA RECORDS ♕,K-DEEJAYS - FIGHT AGAIN [OUT NOW] | TOP 28 ON BEATPORT!
Distorsion Records,Bubble Couple - Can´t Stop Now
Distorsion Records,Bubbble Couple - In My Heart
Critical Music,Emperor - Claws (Bassrush Premiere)
SPACE PIZZA RECORDS ♕,KIMBOY - WHY TOUCH (KRANEAL REMIX) [OUT NOW]
SHOSH,Let Me Down (SHOSH Remix)
1985  |  Music,Monty & Hyroglifics Ft Benabu - The Glow
1985  |  Music,Alix Perez & Halogenix - Rollcage
Dispatch Recs | Ant TC1,Koherent - Depth Charge (Noisia Radio cut) - Dispatch LTD 051 - OUT NOW
Critical Music,Emperor  - Bloodsport (feat. Mantmast)
HANKOOK,Streaming Show #022 / GUAU Guest mix
Strongbass Oficial ✪,Strongbass - Suicide (Original Mix) Demo
Urban Latin Nation ✪,Garvanin - RAGGA JUNGLE (SAMPLE PACK) [VOCALS VOL.1] [BUY FREE DOWNLOAD] [JTFR SUPPORT]
Critical Music,Emperor - Navigante
Drum&BassArena,Toronto Is Broken - Aum
Elektroshok Records,Face & Book - Paella & Pael [Out now]
Orebeat,Orebeat & Dj Kaos # This Is Top Vol 14
Fragmented Recordings,Dharma Kaya - Slit - FMR FREEBIE 001
Chris English,Robin S - Show Me Love (Chris English UK Garage Remix)
Breaks Yo!,Yo Speed - 2&8 (Out on Beatport Now)
DARKBAZZ,Calaveleña Vol. 1
René LaVice,René LaVice - Sound Barrier
Elektroshok Records,Face & Book - Vegetarihanna [Out now]
Musication Records,The Brainkiller - Powerful (OUT NOW)
Musication Records,The Brainkiller - Magical (OUT NOW)
Musication Records,The Brainkiller - Estramonio (OUT NOW)
Musication Records,The Brainkiller - How Long Can I Wait For You (OUT NOW)
Musication Records,The Brainkiller & Wardian - Walk Away (OUT NOW)
Musication Records,The Brainkiller - Thinking About The Way (Stak∀to Remix) (OUT NOW)
Icicle | Entropy Music,Icicle - Optech
New Generation Breaks Podcast,[NGBFREE-005] Bomba Estereo - To My Love (Majestic Noise Remix) FREE DOWNLOAD
Distorsion Records,Hankook - Rango Tango
Sofa Sound Bristol,SS001 - B - DLR - Dont Make Sense
Mefjus,Pivot (OUT NOW)
Saucy,Pharaoh K - Enter (Deadline Remix)
MIDI Logic,Midnite Hustle Ft. Cassie Compton- Love Me Easy (Midi Logic Remix Radio Edit)
MIDI Logic,Midi Logic Remix of "Finesse" by Bruno Mars
MIDI Logic,Midi Logic remix of Dua Lipa's New Rulez
STAK∀TO,Put Your Hands Up 4 Detroit (Stak∀to Remix) FREE DOWNLOAD THIS SUMMER
